Provinsi,Tahun,Jenis Tanaman,Produksi
Sulawesi Barat,2023,Produksi Jamur Merang,
Maluku,2023,Produksi Jamur Merang,
Maluku Utara,2023,Produksi Jamur Merang,
Papua Barat,2023,Produksi Jamur Merang,
Papua,2023,Produksi Jamur Merang,
Aceh,2024,Produksi Jamur Merang,23.3
Sumatera Utara,2024,Produksi Jamur Merang,145.5
Sumatera Barat,2024,Produksi Jamur Merang,
Riau,2024,Produksi Jamur Merang,
Jambi,2024,Produksi Jamur Merang,
Sumatera Selatan,2024,Produksi Jamur Merang,
Bengkulu,2024,Produksi Jamur Merang,0.17
Lampung,2024,Produksi Jamur Merang,2615.93
Kepulauan Bangka Belitung,2024,Produksi Jamur Merang,
Kepulauan Riau,2024,Produksi Jamur Merang,
DKI Jakarta,2024,Produksi Jamur Merang,
Jawa Barat,2024,Produksi Jamur Merang,24477.62
Jawa Tengah,2024,Produksi Jamur Merang,462.84
DI Yogyakarta,2024,Produksi Jamur Merang,553.7
Jawa Timur,2024,Produksi Jamur Merang,3912.14
Banten,2024,Produksi Jamur Merang,
Bali,2024,Produksi Jamur Merang,
Nusa Tenggara Barat,2024,Produksi Jamur Merang,
Nusa Tenggara Timur,2024,Produksi Jamur Merang,
Kalimantan Barat,2024,Produksi Jamur Merang,
Kalimantan Tengah,2024,Produksi Jamur Merang,
Kalimantan Selatan,2024,Produksi Jamur Merang,
Kalimantan Timur,2024,Produksi Jamur Merang,
Kalimantan Utara,2024,Produksi Jamur Merang,
Sulawesi Utara,2024,Produksi Jamur Merang,
Sulawesi Tengah,2024,Produksi Jamur Merang,
Sulawesi Selatan,2024,Produksi Jamur Merang,
Sulawesi Tenggara,2024,Produksi Jamur Merang,
Gorontalo,2024,Produksi Jamur Merang,
Sulawesi Barat,2024,Produksi Jamur Merang,
Maluku,2024,Produksi Jamur Merang,
Maluku Utara,2024,Produksi Jamur Merang,
Papua Barat,2024,Produksi Jamur Merang,
Papua,2024,Produksi Jamur Merang,
Aceh,2022,Produksi Jamur Tiram,0.55
Sumatera Utara,2022,Produksi Jamur Tiram,23.48
Sumatera Barat,2022,Produksi Jamur Tiram,5.34
Riau,2022,Produksi Jamur Tiram,18.93
Jambi,2022,Produksi Jamur Tiram,9.1
Sumatera Selatan,2022,Produksi Jamur Tiram,16.44
Bengkulu,2022,Produksi Jamur Tiram,412.48
Lampung,2022,Produksi Jamur Tiram,121.97
Kepulauan Bangka Belitung,2022,Produksi Jamur Tiram,1.63
Kepulauan Riau,2022,Produksi Jamur Tiram,13.64
DKI Jakarta,2022,Produksi Jamur Tiram,
Jawa Barat,2022,Produksi Jamur Tiram,1465.3
Jawa Tengah,2022,Produksi Jamur Tiram,1091.03
DI Yogyakarta,2022,Produksi Jamur Tiram,84.98
Jawa Timur,2022,Produksi Jamur Tiram,1400.44
Banten,2022,Produksi Jamur Tiram,29.41
Bali,2022,Produksi Jamur Tiram,42.11
Nusa Tenggara Barat,2022,Produksi Jamur Tiram,319.78
Nusa Tenggara Timur,2022,Produksi Jamur Tiram,0.02
Kalimantan Barat,2022,Produksi Jamur Tiram,1.82
Kalimantan Tengah,2022,Produksi Jamur Tiram,21.31
Kalimantan Selatan,2022,Produksi Jamur Tiram,35.02
Kalimantan Timur,2022,Produksi Jamur Tiram,16.7
Kalimantan Utara,2022,Produksi Jamur Tiram,0.08
Sulawesi Utara,2022,Produksi Jamur Tiram,
Sulawesi Tengah,2022,Produksi Jamur Tiram,0.63
Sulawesi Selatan,2022,Produksi Jamur Tiram,143.9
Sulawesi Tenggara,2022,Produksi Jamur Tiram,1.37
Gorontalo,2022,Produksi Jamur Tiram,
Sulawesi Barat,2022,Produksi Jamur Tiram,
Maluku,2022,Produksi Jamur Tiram,
Maluku Utara,2022,Produksi Jamur Tiram,
Papua Barat,2022,Produksi Jamur Tiram,0.15
Papua,2022,Produksi Jamur Tiram,
Aceh,2023,Produksi Jamur Tiram,0.8
Sumatera Utara,2023,Produksi Jamur Tiram,6.23
Sumatera Barat,2023,Produksi Jamur Tiram,5.7
Riau,2023,Produksi Jamur Tiram,15.81
Jambi,2023,Produksi Jamur Tiram,12.78
Sumatera Selatan,2023,Produksi Jamur Tiram,16.35
Bengkulu,2023,Produksi Jamur Tiram,105.19
Lampung,2023,Produksi Jamur Tiram,138.11
Kepulauan Bangka Belitung,2023,Produksi Jamur Tiram,1.17
Kepulauan Riau,2023,Produksi Jamur Tiram,5.79
DKI Jakarta,2023,Produksi Jamur Tiram,
Jawa Barat,2023,Produksi Jamur Tiram,3204.87
Jawa Tengah,2023,Produksi Jamur Tiram,868.45
DI Yogyakarta,2023,Produksi Jamur Tiram,61.68
Jawa Timur,2023,Produksi Jamur Tiram,659.27
Banten,2023,Produksi Jamur Tiram,9.12
Bali,2023,Produksi Jamur Tiram,35.48
Nusa Tenggara Barat,2023,Produksi Jamur Tiram,80.76
Nusa Tenggara Timur,2023,Produksi Jamur Tiram,0.01
Kalimantan Barat,2023,Produksi Jamur Tiram,0.03
Kalimantan Tengah,2023,Produksi Jamur Tiram,37.57
Kalimantan Selatan,2023,Produksi Jamur Tiram,29.57
Kalimantan Timur,2023,Produksi Jamur Tiram,29.44
Kalimantan Utara,2023,Produksi Jamur Tiram,13.82
Sulawesi Utara,2023,Produksi Jamur Tiram,
Sulawesi Tengah,2023,Produksi Jamur Tiram,0.07
Sulawesi Selatan,2023,Produksi Jamur Tiram,39.19
Sulawesi Tenggara,2023,Produksi Jamur Tiram,1.39
Gorontalo,2023,Produksi Jamur Tiram,
Sulawesi Barat,2023,Produksi Jamur Tiram,
Maluku,2023,Produksi Jamur Tiram,
Maluku Utara,2023,Produksi Jamur Tiram,
Papua Barat,2023,Produksi Jamur Tiram,
Papua,2023,Produksi Jamur Tiram,
Aceh,2024,Produksi Jamur Tiram,358.55
Sumatera Utara,2024,Produksi Jamur Tiram,14875.92
Sumatera Barat,2024,Produksi Jamur Tiram,769.56
Riau,2024,Produksi Jamur Tiram,8871.53
Jambi,2024,Produksi Jamur Tiram,1202.21
Sumatera Selatan,2024,Produksi Jamur Tiram,25446.88
Bengkulu,2024,Produksi Jamur Tiram,5540.54
Lampung,2024,Produksi Jamur Tiram,14369.21
Kepulauan Bangka Belitung,2024,Produksi Jamur Tiram,372.11
Kepulauan Riau,2024,Produksi Jamur Tiram,359.3
DKI Jakarta,2024,Produksi Jamur Tiram,0.01
Jawa Barat,2024,Produksi Jamur Tiram,167426.04
Jawa Tengah,2024,Produksi Jamur Tiram,71562.93
DI Yogyakarta,2024,Produksi Jamur Tiram,16037.99
Jawa Timur,2024,Produksi Jamur Tiram,86611.29
Banten,2024,Produksi Jamur Tiram,1324.92
Bali,2024,Produksi Jamur Tiram,156.74
Nusa Tenggara Barat,2024,Produksi Jamur Tiram,1501.07
Nusa Tenggara Timur,2024,Produksi Jamur Tiram,0.1
Kalimantan Barat,2024,Produksi Jamur Tiram,2.49
Kalimantan Tengah,2024,Produksi Jamur Tiram,638.92
Kalimantan Selatan,2024,Produksi Jamur Tiram,1211.91
Kalimantan Timur,2024,Produksi Jamur Tiram,14496.68
Kalimantan Utara,2024,Produksi Jamur Tiram,6813.71
Sulawesi Utara,2024,Produksi Jamur Tiram,
Sulawesi Tengah,2024,Produksi Jamur Tiram,0.25
Sulawesi Selatan,2024,Produksi Jamur Tiram,2751.15
Sulawesi Tenggara,2024,Produksi Jamur Tiram,129.35
Gorontalo,2024,Produksi Jamur Tiram,0.16
Sulawesi Barat,2024,Produksi Jamur Tiram,1.0
Maluku,2024,Produksi Jamur Tiram,
Maluku Utara,2024,Produksi Jamur Tiram,
Papua Barat,2024,Produksi Jamur Tiram,
Papua,2024,Produksi Jamur Tiram,
Aceh,2022,Produksi Kacang Panjang,121890.0
Sumatera Utara,2022,Produksi Kacang Panjang,263326.0
Sumatera Barat,2022,Produksi Kacang Panjang,154328.0
Riau,2022,Produksi Kacang Panjang,89617.0
Jambi,2022,Produksi Kacang Panjang,81693.0
Sumatera Selatan,2022,Produksi Kacang Panjang,98872.0
Bengkulu,2022,Produksi Kacang Panjang,83757.0
Lampung,2022,Produksi Kacang Panjang,135277.0
Kepulauan Bangka Belitung,2022,Produksi Kacang Panjang,28272.0
Kepulauan Riau,2022,Produksi Kacang Panjang,46856.0
DKI Jakarta,2022,Produksi Kacang Panjang,
Jawa Barat,2022,Produksi Kacang Panjang,816614.0
Jawa Tengah,2022,Produksi Kacang Panjang,237567.0
DI Yogyakarta,2022,Produksi Kacang Panjang,28889.0
Jawa Timur,2022,Produksi Kacang Panjang,349416.0
Banten,2022,Produksi Kacang Panjang,153835.0
Bali,2022,Produksi Kacang Panjang,47239.0
Nusa Tenggara Barat,2022,Produksi Kacang Panjang,117003.0
Nusa Tenggara Timur,2022,Produksi Kacang Panjang,63421.0
Kalimantan Barat,2022,Produksi Kacang Panjang,73572.0
Kalimantan Tengah,2022,Produksi Kacang Panjang,43644.0
Kalimantan Selatan,2022,Produksi Kacang Panjang,43168.0
Kalimantan Timur,2022,Produksi Kacang Panjang,94756.0
Kalimantan Utara,2022,Produksi Kacang Panjang,28735.0
Sulawesi Utara,2022,Produksi Kacang Panjang,20150.0
Sulawesi Tengah,2022,Produksi Kacang Panjang,27125.0
Sulawesi Selatan,2022,Produksi Kacang Panjang,104368.0
Sulawesi Tenggara,2022,Produksi Kacang Panjang,38211.0
Gorontalo,2022,Produksi Kacang Panjang,4321.0
Sulawesi Barat,2022,Produksi Kacang Panjang,23911.0
Maluku,2022,Produksi Kacang Panjang,31722.0
Maluku Utara,2022,Produksi Kacang Panjang,38997.0
Papua Barat,2022,Produksi Kacang Panjang,76273.0
Papua,2022,Produksi Kacang Panjang,41891.0
Aceh,2023,Produksi Kacang Panjang,128000.0
Sumatera Utara,2023,Produksi Kacang Panjang,316824.0
Sumatera Barat,2023,Produksi Kacang Panjang,148330.0
Riau,2023,Produksi Kacang Panjang,82134.0
Jambi,2023,Produksi Kacang Panjang,79410.0
Sumatera Selatan,2023,Produksi Kacang Panjang,68492.0
Bengkulu,2023,Produksi Kacang Panjang,82108.0
Lampung,2023,Produksi Kacang Panjang,133658.0
Kepulauan Bangka Belitung,2023,Produksi Kacang Panjang,34865.0
Kepulauan Riau,2023,Produksi Kacang Panjang,28083.0
DKI Jakarta,2023,Produksi Kacang Panjang,2.0
Jawa Barat,2023,Produksi Kacang Panjang,665755.0
Jawa Tengah,2023,Produksi Kacang Panjang,219062.0
DI Yogyakarta,2023,Produksi Kacang Panjang,24258.0
Jawa Timur,2023,Produksi Kacang Panjang,300744.0
Banten,2023,Produksi Kacang Panjang,55583.0
Bali,2023,Produksi Kacang Panjang,46782.0
Nusa Tenggara Barat,2023,Produksi Kacang Panjang,67119.0
Nusa Tenggara Timur,2023,Produksi Kacang Panjang,54838.0
Kalimantan Barat,2023,Produksi Kacang Panjang,65364.0
Kalimantan Tengah,2023,Produksi Kacang Panjang,40045.0
Kalimantan Selatan,2023,Produksi Kacang Panjang,38778.0
Kalimantan Timur,2023,Produksi Kacang Panjang,67469.0
Kalimantan Utara,2023,Produksi Kacang Panjang,31054.0
Sulawesi Utara,2023,Produksi Kacang Panjang,18163.0
Sulawesi Tengah,2023,Produksi Kacang Panjang,25941.0
Sulawesi Selatan,2023,Produksi Kacang Panjang,84332.0
Sulawesi Tenggara,2023,Produksi Kacang Panjang,36672.0
Gorontalo,2023,Produksi Kacang Panjang,3250.0
Sulawesi Barat,2023,Produksi Kacang Panjang,27248.0
Maluku,2023,Produksi Kacang Panjang,23366.0
Maluku Utara,2023,Produksi Kacang Panjang,41575.0
Papua Barat,2023,Produksi Kacang Panjang,8814.0
Papua,2023,Produksi Kacang Panjang,7216.0
Aceh,2024,Produksi Kacang Panjang,154819.13
Sumatera Utara,2024,Produksi Kacang Panjang,290003.04
Sumatera Barat,2024,Produksi Kacang Panjang,142584.61
Riau,2024,Produksi Kacang Panjang,90389.66
Jambi,2024,Produksi Kacang Panjang,87112.8
Sumatera Selatan,2024,Produksi Kacang Panjang,58329.02
Bengkulu,2024,Produksi Kacang Panjang,90098.6
Lampung,2024,Produksi Kacang Panjang,121352.98
Kepulauan Bangka Belitung,2024,Produksi Kacang Panjang,15562.99
Kepulauan Riau,2024,Produksi Kacang Panjang,35166.45
DKI Jakarta,2024,Produksi Kacang Panjang,5.24
Jawa Barat,2024,Produksi Kacang Panjang,609758.01
Jawa Tengah,2024,Produksi Kacang Panjang,189720.94
DI Yogyakarta,2024,Produksi Kacang Panjang,24710.59
Jawa Timur,2024,Produksi Kacang Panjang,281175.56
Banten,2024,Produksi Kacang Panjang,40525.1
Bali,2024,Produksi Kacang Panjang,61476.47
Nusa Tenggara Barat,2024,Produksi Kacang Panjang,38098.49
Nusa Tenggara Timur,2024,Produksi Kacang Panjang,63409.03
Kalimantan Barat,2024,Produksi Kacang Panjang,68693.66
Kalimantan Tengah,2024,Produksi Kacang Panjang,28588.1
Kalimantan Selatan,2024,Produksi Kacang Panjang,37935.11
Kalimantan Timur,2024,Produksi Kacang Panjang,52034.4
Kalimantan Utara,2024,Produksi Kacang Panjang,33324.15
Sulawesi Utara,2024,Produksi Kacang Panjang,11311.4
Sulawesi Tengah,2024,Produksi Kacang Panjang,33441.78
Sulawesi Selatan,2024,Produksi Kacang Panjang,79288.69
Sulawesi Tenggara,2024,Produksi Kacang Panjang,35180.01
Gorontalo,2024,Produksi Kacang Panjang,6811.5
Sulawesi Barat,2024,Produksi Kacang Panjang,22338.55
Maluku,2024,Produksi Kacang Panjang,13942.24
Maluku Utara,2024,Produksi Kacang Panjang,35226.03
Papua Barat,2024,Produksi Kacang Panjang,7953.6
Papua,2024,Produksi Kacang Panjang,7801.78
Aceh,2022,Produksi Kangkung,74814.0
Sumatera Utara,2022,Produksi Kangkung,230025.0
Sumatera Barat,2022,Produksi Kangkung,102363.0
Riau,2022,Produksi Kangkung,124982.0
Jambi,2022,Produksi Kangkung,53155.0
Sumatera Selatan,2022,Produksi Kangkung,78732.0
Bengkulu,2022,Produksi Kangkung,33242.0
Lampung,2022,Produksi Kangkung,133644.0
Kepulauan Bangka Belitung,2022,Produksi Kangkung,17745.0
Kepulauan Riau,2022,Produksi Kangkung,37950.0
DKI Jakarta,2022,Produksi Kangkung,47268.0
Jawa Barat,2022,Produksi Kangkung,595997.0
Jawa Tengah,2022,Produksi Kangkung,316741.0
DI Yogyakarta,2022,Produksi Kangkung,41119.0
Jawa Timur,2022,Produksi Kangkung,382230.0
Banten,2022,Produksi Kangkung,92173.0
Bali,2022,Produksi Kangkung,52577.0
Nusa Tenggara Barat,2022,Produksi Kangkung,75513.0
Nusa Tenggara Timur,2022,Produksi Kangkung,148241.0
Kalimantan Barat,2022,Produksi Kangkung,52325.0
Kalimantan Tengah,2022,Produksi Kangkung,20886.0
Kalimantan Selatan,2022,Produksi Kangkung,14364.0
Kalimantan Timur,2022,Produksi Kangkung,110258.0
Kalimantan Utara,2022,Produksi Kangkung,35285.0
Sulawesi Utara,2022,Produksi Kangkung,40330.0
Sulawesi Tengah,2022,Produksi Kangkung,23639.0
Sulawesi Selatan,2022,Produksi Kangkung,110856.0
Sulawesi Tenggara,2022,Produksi Kangkung,43149.0
Gorontalo,2022,Produksi Kangkung,2157.0
Sulawesi Barat,2022,Produksi Kangkung,18860.0
Maluku,2022,Produksi Kangkung,43424.0
Maluku Utara,2022,Produksi Kangkung,21010.0
Papua Barat,2022,Produksi Kangkung,60643.0
Papua,2022,Produksi Kangkung,60462.0
Aceh,2023,Produksi Kangkung,71250.0
Sumatera Utara,2023,Produksi Kangkung,250171.0
Sumatera Barat,2023,Produksi Kangkung,96960.0
Riau,2023,Produksi Kangkung,134636.0
Jambi,2023,Produksi Kangkung,62892.0
Sumatera Selatan,2023,Produksi Kangkung,57524.0
Bengkulu,2023,Produksi Kangkung,27980.0
Lampung,2023,Produksi Kangkung,131899.0
Kepulauan Bangka Belitung,2023,Produksi Kangkung,17405.0
Kepulauan Riau,2023,Produksi Kangkung,40074.0
DKI Jakarta,2023,Produksi Kangkung,41553.0
Jawa Barat,2023,Produksi Kangkung,632002.0
Jawa Tengah,2023,Produksi Kangkung,301454.0
DI Yogyakarta,2023,Produksi Kangkung,57538.0
Jawa Timur,2023,Produksi Kangkung,305396.0
Banten,2023,Produksi Kangkung,105078.0
Bali,2023,Produksi Kangkung,74474.0
Nusa Tenggara Barat,2023,Produksi Kangkung,66638.0
Nusa Tenggara Timur,2023,Produksi Kangkung,140196.0
Kalimantan Barat,2023,Produksi Kangkung,46379.0
Kalimantan Tengah,2023,Produksi Kangkung,20790.0
Kalimantan Selatan,2023,Produksi Kangkung,14026.0
Kalimantan Timur,2023,Produksi Kangkung,93938.0
Kalimantan Utara,2023,Produksi Kangkung,39378.0
Sulawesi Utara,2023,Produksi Kangkung,38964.0
Sulawesi Tengah,2023,Produksi Kangkung,24998.0
Sulawesi Selatan,2023,Produksi Kangkung,95732.0
Sulawesi Tenggara,2023,Produksi Kangkung,39798.0
Gorontalo,2023,Produksi Kangkung,2731.0
Sulawesi Barat,2023,Produksi Kangkung,19876.0
Maluku,2023,Produksi Kangkung,33040.0
Maluku Utara,2023,Produksi Kangkung,27573.0
Papua Barat,2023,Produksi Kangkung,17867.0
Papua,2023,Produksi Kangkung,20793.0
Aceh,2024,Produksi Kangkung,74630.61
Sumatera Utara,2024,Produksi Kangkung,244620.46
Sumatera Barat,2024,Produksi Kangkung,84624.2
Riau,2024,Produksi Kangkung,121781.28
Jambi,2024,Produksi Kangkung,64119.0
Sumatera Selatan,2024,Produksi Kangkung,39568.15
Bengkulu,2024,Produksi Kangkung,24067.05
Lampung,2024,Produksi Kangkung,134081.88
Kepulauan Bangka Belitung,2024,Produksi Kangkung,16339.81
Kepulauan Riau,2024,Produksi Kangkung,45148.56
DKI Jakarta,2024,Produksi Kangkung,37592.51
Jawa Barat,2024,Produksi Kangkung,634428.87
Jawa Tengah,2024,Produksi Kangkung,285125.29
DI Yogyakarta,2024,Produksi Kangkung,58255.59
Jawa Timur,2024,Produksi Kangkung,302684.21
Banten,2024,Produksi Kangkung,102819.0
Bali,2024,Produksi Kangkung,52921.42
Nusa Tenggara Barat,2024,Produksi Kangkung,78383.84
Nusa Tenggara Timur,2024,Produksi Kangkung,112295.21
Kalimantan Barat,2024,Produksi Kangkung,46737.19
Kalimantan Tengah,2024,Produksi Kangkung,14853.19
Kalimantan Selatan,2024,Produksi Kangkung,10038.0
Kalimantan Timur,2024,Produksi Kangkung,83824.84
Kalimantan Utara,2024,Produksi Kangkung,47508.12
Sulawesi Utara,2024,Produksi Kangkung,43585.95
Sulawesi Tengah,2024,Produksi Kangkung,27167.45
Sulawesi Selatan,2024,Produksi Kangkung,95477.32
Sulawesi Tenggara,2024,Produksi Kangkung,43012.78
Gorontalo,2024,Produksi Kangkung,7507.25
Sulawesi Barat,2024,Produksi Kangkung,18764.25
Maluku,2024,Produksi Kangkung,30888.29
Maluku Utara,2024,Produksi Kangkung,20735.65
Papua Barat,2024,Produksi Kangkung,11333.25
Papua,2024,Produksi Kangkung,23541.76
Aceh,2022,Produksi Kembang Kol,6303.0
Sumatera Utara,2022,Produksi Kembang Kol,573404.0
Sumatera Barat,2022,Produksi Kembang Kol,113859.0
Riau,2022,Produksi Kembang Kol,131.0
Jambi,2022,Produksi Kembang Kol,43960.0
Sumatera Selatan,2022,Produksi Kembang Kol,5488.0
Bengkulu,2022,Produksi Kembang Kol,132635.0
Lampung,2022,Produksi Kembang Kol,4616.0
Kepulauan Bangka Belitung,2022,Produksi Kembang Kol,
Kepulauan Riau,2022,Produksi Kembang Kol,
DKI Jakarta,2022,Produksi Kembang Kol,53.0
Jawa Barat,2022,Produksi Kembang Kol,357000.0
Jawa Tengah,2022,Produksi Kembang Kol,373536.0
DI Yogyakarta,2022,Produksi Kembang Kol,1487.0
Jawa Timur,2022,Produksi Kembang Kol,212653.0
Banten,2022,Produksi Kembang Kol,70.0
Bali,2022,Produksi Kembang Kol,16068.0
Nusa Tenggara Barat,2022,Produksi Kembang Kol,19322.0
Nusa Tenggara Timur,2022,Produksi Kembang Kol,9626.0
Kalimantan Barat,2022,Produksi Kembang Kol,102.0
Kalimantan Tengah,2022,Produksi Kembang Kol,1010.0
Kalimantan Selatan,2022,Produksi Kembang Kol,701.0
Kalimantan Timur,2022,Produksi Kembang Kol,1245.0
Kalimantan Utara,2022,Produksi Kembang Kol,2.0
Sulawesi Utara,2022,Produksi Kembang Kol,9881.0
Sulawesi Tengah,2022,Produksi Kembang Kol,5059.0
Sulawesi Selatan,2022,Produksi Kembang Kol,27932.0
Sulawesi Tenggara,2022,Produksi Kembang Kol,155.0
Gorontalo,2022,Produksi Kembang Kol,
Sulawesi Barat,2022,Produksi Kembang Kol,
Maluku,2022,Produksi Kembang Kol,710.0
Maluku Utara,2022,Produksi Kembang Kol,1895.0
Papua Barat,2022,Produksi Kembang Kol,1644.0
Papua,2022,Produksi Kembang Kol,666.0
Aceh,2023,Produksi Kembang Kol,4171.0
Sumatera Utara,2023,Produksi Kembang Kol,573838.0
Sumatera Barat,2023,Produksi Kembang Kol,102962.0
Riau,2023,Produksi Kembang Kol,54.0
Jambi,2023,Produksi Kembang Kol,29488.0
Sumatera Selatan,2023,Produksi Kembang Kol,7977.0
Bengkulu,2023,Produksi Kembang Kol,118282.0
Lampung,2023,Produksi Kembang Kol,4817.0
Kepulauan Bangka Belitung,2023,Produksi Kembang Kol,
Kepulauan Riau,2023,Produksi Kembang Kol,
DKI Jakarta,2023,Produksi Kembang Kol,111.0
Jawa Barat,2023,Produksi Kembang Kol,309684.0
Jawa Tengah,2023,Produksi Kembang Kol,326293.0
DI Yogyakarta,2023,Produksi Kembang Kol,1651.0
Jawa Timur,2023,Produksi Kembang Kol,189182.0
Banten,2023,Produksi Kembang Kol,297.0
Bali,2023,Produksi Kembang Kol,14285.0
Nusa Tenggara Barat,2023,Produksi Kembang Kol,9063.0
Nusa Tenggara Timur,2023,Produksi Kembang Kol,7391.0
Kalimantan Barat,2023,Produksi Kembang Kol,368.0
Kalimantan Tengah,2023,Produksi Kembang Kol,451.0
Kalimantan Selatan,2023,Produksi Kembang Kol,533.0
Kalimantan Timur,2023,Produksi Kembang Kol,1625.0
Kalimantan Utara,2023,Produksi Kembang Kol,1.0
Sulawesi Utara,2023,Produksi Kembang Kol,14250.0
Sulawesi Tengah,2023,Produksi Kembang Kol,7748.0
Sulawesi Selatan,2023,Produksi Kembang Kol,23551.0
Sulawesi Tenggara,2023,Produksi Kembang Kol,146.0
Gorontalo,2023,Produksi Kembang Kol,13.0
Sulawesi Barat,2023,Produksi Kembang Kol,
Maluku,2023,Produksi Kembang Kol,634.0
Maluku Utara,2023,Produksi Kembang Kol,40.0
Papua Barat,2023,Produksi Kembang Kol,260.0
Papua,2023,Produksi Kembang Kol,283.0
Aceh,2024,Produksi Kembang Kol,3971.0
Sumatera Utara,2024,Produksi Kembang Kol,633798.4
Sumatera Barat,2024,Produksi Kembang Kol,105884.5
Riau,2024,Produksi Kembang Kol,36.52
Jambi,2024,Produksi Kembang Kol,51665.0
Sumatera Selatan,2024,Produksi Kembang Kol,2693.3
Bengkulu,2024,Produksi Kembang Kol,108248.0
Lampung,2024,Produksi Kembang Kol,4088.0
Kepulauan Bangka Belitung,2024,Produksi Kembang Kol,
Kepulauan Riau,2024,Produksi Kembang Kol,0.3
DKI Jakarta,2024,Produksi Kembang Kol,66.0
Jawa Barat,2024,Produksi Kembang Kol,323133.05
Jawa Tengah,2024,Produksi Kembang Kol,257821.25
DI Yogyakarta,2024,Produksi Kembang Kol,478.43
Jawa Timur,2024,Produksi Kembang Kol,236106.72
Banten,2024,Produksi Kembang Kol,
Bali,2024,Produksi Kembang Kol,11370.65
Nusa Tenggara Barat,2024,Produksi Kembang Kol,10477.5
Nusa Tenggara Timur,2024,Produksi Kembang Kol,7341.91
Kalimantan Barat,2024,Produksi Kembang Kol,
Kalimantan Tengah,2024,Produksi Kembang Kol,55.5
Kalimantan Selatan,2024,Produksi Kembang Kol,625.5
Kalimantan Timur,2024,Produksi Kembang Kol,1076.28
Kalimantan Utara,2024,Produksi Kembang Kol,1.5
Sulawesi Utara,2024,Produksi Kembang Kol,15514.27
Sulawesi Tengah,2024,Produksi Kembang Kol,7814.7
Sulawesi Selatan,2024,Produksi Kembang Kol,24241.58
Sulawesi Tenggara,2024,Produksi Kembang Kol,212.75
Gorontalo,2024,Produksi Kembang Kol,103.0
Sulawesi Barat,2024,Produksi Kembang Kol,
Maluku,2024,Produksi Kembang Kol,416.0
Maluku Utara,2024,Produksi Kembang Kol,94.0
Papua Barat,2024,Produksi Kembang Kol,122.08
Papua,2024,Produksi Kembang Kol,597.0
Aceh,2022,Produksi Kentang,142944.0
Sumatera Utara,2022,Produksi Kentang,1488725.0
Sumatera Barat,2022,Produksi Kentang,239736.0
Riau,2022,Produksi Kentang,
Jambi,2022,Produksi Kentang,1847206.0
Sumatera Selatan,2022,Produksi Kentang,5653.0
Bengkulu,2022,Produksi Kentang,39027.0
Lampung,2022,Produksi Kentang,1947.0
Kepulauan Bangka Belitung,2022,Produksi Kentang,
Kepulauan Riau,2022,Produksi Kentang,
DKI Jakarta,2022,Produksi Kentang,
Jawa Barat,2022,Produksi Kentang,2720738.0
Jawa Tengah,2022,Produksi Kentang,2787168.0
DI Yogyakarta,2022,Produksi Kentang,
Jawa Timur,2022,Produksi Kentang,3851238.0
Banten,2022,Produksi Kentang,52.0
Bali,2022,Produksi Kentang,664.0
Nusa Tenggara Barat,2022,Produksi Kentang,28770.0
Nusa Tenggara Timur,2022,Produksi Kentang,3335.0
Kalimantan Barat,2022,Produksi Kentang,
Kalimantan Tengah,2022,Produksi Kentang,
Kalimantan Selatan,2022,Produksi Kentang,
Kalimantan Timur,2022,Produksi Kentang,
Kalimantan Utara,2022,Produksi Kentang,
Sulawesi Utara,2022,Produksi Kentang,951391.0
Sulawesi Tengah,2022,Produksi Kentang,4258.0
Sulawesi Selatan,2022,Produksi Kentang,926133.0
Sulawesi Tenggara,2022,Produksi Kentang,
Gorontalo,2022,Produksi Kentang,
Sulawesi Barat,2022,Produksi Kentang,700.0
Maluku,2022,Produksi Kentang,9.0
Maluku Utara,2022,Produksi Kentang,
Papua Barat,2022,Produksi Kentang,287.0
Papua,2022,Produksi Kentang,2.0
Aceh,2023,Produksi Kentang,91092.0
Sumatera Utara,2023,Produksi Kentang,1391722.0
Sumatera Barat,2023,Produksi Kentang,316022.0
Riau,2023,Produksi Kentang,
Jambi,2023,Produksi Kentang,1860376.0
Sumatera Selatan,2023,Produksi Kentang,14237.0
Bengkulu,2023,Produksi Kentang,32905.0
Lampung,2023,Produksi Kentang,1827.0
Kepulauan Bangka Belitung,2023,Produksi Kentang,
Kepulauan Riau,2023,Produksi Kentang,
DKI Jakarta,2023,Produksi Kentang,
Jawa Barat,2023,Produksi Kentang,2264196.0
Jawa Tengah,2023,Produksi Kentang,2486999.0
DI Yogyakarta,2023,Produksi Kentang,
Jawa Timur,2023,Produksi Kentang,2788039.0
Banten,2023,Produksi Kentang,
Bali,2023,Produksi Kentang,2402.0
Nusa Tenggara Barat,2023,Produksi Kentang,22010.0
Nusa Tenggara Timur,2023,Produksi Kentang,4517.0
Kalimantan Barat,2023,Produksi Kentang,
Kalimantan Tengah,2023,Produksi Kentang,
Kalimantan Selatan,2023,Produksi Kentang,
Kalimantan Timur,2023,Produksi Kentang,
Kalimantan Utara,2023,Produksi Kentang,
Sulawesi Utara,2023,Produksi Kentang,602169.0
Sulawesi Tengah,2023,Produksi Kentang,8103.0
Sulawesi Selatan,2023,Produksi Kentang,595942.0
Sulawesi Tenggara,2023,Produksi Kentang,6.0
Gorontalo,2023,Produksi Kentang,
